 ENTREE,TITRE,AUTEUR,SERIE,COTE,EDITION,COMMENTAIRES,THEME_OUVRAGE,TYPE_OUVRAGE
3733,IV - Napoleon  vu et juge par ses collaborateurs,"DELMAS, Jean; LESOUEF, Pierre (ieutenants-colonels)",N,N DEL,"Club français du livre, 1971, volume 2 . 582 p.",,Napoleon I et les Napoleonides,
3734,V - Cadres et reperes pour l histoire,"DELMAS, Jean; LESOUEF, Pierre (lieutenants-colonels)",N,N DEL,"Club français du livre, 1971, 592 p. + cartes",,Napoleon I et les Napoleonides,
3735,Sainte-Helene terre d exil,"DUNAN, Marcel",N,N DUN,"Tallandier, 1971, 383 p.",,Napoleon I et les Napoleonides,
3736,Napoleon,"CASTELOT, Andre",N,N CAS,"Editions Rombaldi, 1979, tome 1 . 293 p.",,Napoleon I et les Napoleonides,
3737,Napoleon,"CASTELOT, Andre",N,N CAS,"Editions Rombaldi, 1979, tome 2 . 271 p.",,Napoleon I et les Napoleonides,
3738,Napoleon,"CASTELOT, Andre",N,N CAS,"Editions Rombaldi, 1979, tome 3 . 297 p.",,Napoleon I et les Napoleonides,
3739,La route Napoleon,"GALLO, Max",N,N GAL,"Robert Laffont, 1987, 406 p.",,Napoleon I et les Napoleonides,
3740,Napoleon,"MADELIN, Louis",N,N MAD,"Hachette, 1958, 191 p.",Grand format,Napoleon I et les Napoleonides,
3742,Napoleon - 1934,"DELL ISOLA, Maria",N,N DEL,"ACDA, 1934, 88 p.",,Napoleon I et les Napoleonides,
3743,Napoleon - Malmaison,"DUSSERRE, Georges",N,N DUS,"Academie Napoleon, s.d., 73 p.",,Napoleon I et les Napoleonides,
3744,Les amours de Napoleon - Bonaparte en Egypte,"PETITHUGUENIN, Jean",N,N PET,"Editions Baudiniere, 1926, tome 2 . 318 p.",Roman,Napoleon I et les Napoleonides,
3745,Les amours de Napoleon - Josephine et Marie-Louise,"PETITHUGUENIN, Jean",N,N PET,"Editions Baudiniere, 1926, tome 3 . 317 p.",Roman,Napoleon I et les Napoleonides,
3746,La petite fille du Bossu - L Aigle enchaîne,"FEVAL, Paul ",N,N FEV,"Editions Baudiniere, 1931, 238 p.",,Napoleon I et les Napoleonides,
3747,"Napoleon par l image populaire - Portraits , scenes et batailles n°1",IMAGES D EPINAL,N,N EPI,"Pelerin et Cie, s.d.",Recueil d images d Epinal - Grand format,Napoleon I et les Napoleonides,
3748,"Napoleon par l image populaire - Portraits , scenes et batailles n°2",IMAGES D EPINAL,N,N EPI,"Pelerin et Cie, s.d.",Recueil d images d Epinal - Grand format,Napoleon I et les Napoleonides,
3749,Collections & souvenirs de Malmaison,"BOURGUIGNON, Jean",N,N BOU,"Masque d or, s.d., nombreuses planches.",Grand format,Napoleon I et les Napoleonides,
3750,Napoleon raconte par les enfants,"NATHAN, Jean-Jacques et Claude",N,N NAT,"Nathan, 1967, 64 p.",Grand format,Napoleon I et les Napoleonides,
3751,Napoleon - Histoire d une legende,"LAGRANGE, Bruno",N,N LAG,"Editions de Lodi, 2003, 395 p.",Grand format,Napoleon I et les Napoleonides,
3752,Napoleon le conquerant prophetique,"LEDRU, Eric",N,N LED,"Moliere, 1998, 133 p.",Grand format,Napoleon I et les Napoleonides,
3753,Napoleon Bonaparte,"BOURGUIGNON, Jean",N,N BOU,"Les editions nationales, 1936, tome 1 . 416 p.",Grand format,Napoleon I et les Napoleonides,
3754,Napoleon Bonaparte,"BOURGUIGNON, Jean",N,N BOU,"Les editions nationales, 1936, tome 2 . 403 p.",Grand format,Napoleon I et les Napoleonides,
3755,Le sacre de Napoleon,"RAMBAUD, Patrick",N,N RAM,"Michel Lafon, 2004, 155 p.",Grand format,Napoleon I et les Napoleonides,
3756,Napoleon,"BURNAND, Robert",N,N BUR,"Librairie Grund, 1969, 31 p.",Grand format,Napoleon I et les Napoleonides,
3757,Le petit Napoleon ou l Empereur raconte aux enfants,"AUTOMARCHI, Xavier",N,N AUT,"Julliard, 1969, 60 p.",Grand format,Napoleon I et les Napoleonides,
3758,Napoleon,"MONTGON, A. de",N,N MON,"Hachette, 1937, 32 p.",Grand format,Napoleon I et les Napoleonides,
3759,Napoleon Bonaparte ,"CASTELOT, Andre",N,N CAS,"Perrin,1984, 350 p.",Grand format,Napoleon I et les Napoleonides,
3760,Napoleon,"AUBRY, Octave",N,N AUB,"Flammarion, 1961, 379 p.",Grand format,Napoleon I et les Napoleonides,
3761,Le memorial de Sainte-Helene,"LAS CASES, Emmanuel de",N,N LAS,"Jean de Bonnot, 1969, tome 1 . xxx p.",Grand format - Absent le 28/02/2020,Napoleon I et les Napoleonides,
3762,Le memorial de Sainte-Helene,"LAS CASES, Emmanuel de",N,N LAS,"Jean de Bonnot, 1969, tome 2 . 485 p.",Grand format,Napoleon I et les Napoleonides,
3763,Le memorial de Sainte-Helene,"LAS CASES, Emmanuel de",N,N LAS,"Jean de Bonnot, 1969, tome 3 . 465 p.",Grand format,Napoleon I et les Napoleonides,
3764,Le memorial de Sainte-Helene,"LAS CASES, Emmanuel de",N,N LAS,"Jean de Bonnot, 1969, tome 4 . 488 p.",Grand format,Napoleon I et les Napoleonides,
3765,Napoleon raconte aux enfants,"CASTELOT, Andre",N,N CAS,"Perrin, 1992, 144 p.",Grand format,Napoleon I et les Napoleonides,
3766,Napoleon ,"RIVOIRE, M.",N,N RIV,"Dargaud Editeur, 1973, 75 p.",Grand format,Napoleon I et les Napoleonides,
3767,Napoleon,"BERTRAND, Louis",N,N BER,"Maison Mame, 1942, 173 p.",Grand format,Napoleon I et les Napoleonides,
3768,Napoleon consul et empereur (1799 - 1815),"MELCHIOR-BONNET, Bernardine",N,N MEL,"Librairie Larousse, 1984, 172 p.",Grand format,Napoleon I et les Napoleonides,
3769,Napoleon Bonaparte,"DAILLY, Anne C.",N,N DAI,"Editions l Essor, 1947, 63 p.",Grand format,Napoleon I et les Napoleonides,
3770,Les origines familiales de Nabulio,REVUE,N,N REV,"Revue Napoleon Ie n° 87, 2018, 74 p.",Grand format,Napoleon I et les Napoleonides,
3771,13 planches,INCONNU,N,N INC,Inconnu,"Grand format, recueil de planches dessinees",Napoleon I et les Napoleonides,
3772,Napoleon Bonaparte a Saint-Cloud,"JUVIGNY, Sophie de",N,N JUV,"Musee municipal de St-Cloud, 1999, 152 p.",Grand format,Napoleon I et les Napoleonides,
3773,Napoleon - Dossier pedagogique,"HOLMES, Richard",N,N HOL,"Grund, 2006, 80 p.",Grand format,Napoleon I et les Napoleonides,
3774,JOB ou l histoire illustree,"ROBICHON, François",N,N JOB,"Herscher, 1984, 159 p.",Grand format,Napoleon I et les Napoleonides,
3775,Mythologies medicales  - La mort de l Aigle,"KARHAUSEN, Lucien R.",N,N KAR,"L Harmattan, 2014, 254 p.",,Napoleon I et les Napoleonides,
3776,Histoire de Napoleon,"NORVINS, M. de",N,N NOR,"Ambroise Dupont et Cie libraires, 1828, tome 3 . 491 p.",,Napoleon I et les Napoleonides,
3777,Carton vert contenant 1 brochure et 2 disques 33 tours,INCONNU ,N,N INC,Inconnu,Grand format ,Napoleon I et les Napoleonides,
3779,Napoleon (1769 - 1821),"CROZE, F. de",N,N CRO,"Librairie du XXe siecle, s.d., 336 p.",Tres mauvais etat,Napoleon I et les Napoleonides,
3780,"La Corse, sur les traces de Napoleon","MARTIN, Herve",N,N MAR,"Magazine ""Ici et la"", n° 34, 1998, 98 p.",,Napoleon I et les Napoleonides,
3781,12 amants qui ont change l histoire - Acton et la reine Marie-Caroline de Naples,"QUILLET, Bernard",N,N QUI,"Pygmalion, 2015, 318 p.",,Napoleon I et les Napoleonides,
3782,Les histoires les plus incroyables de l Histoire de France - Qui a eu la bonne idee de restituer les cendres de l Aiglon a la France ?,"GERSAL, Frederick",N,N GER,"Albin Michel, 2018, 381 p.",,Napoleon I et les Napoleonides,
3783,Bonaparte et les Alpes,ACTES DE COLLOQUE,N,N COL,"Documenta militaria Thesis verlag, 2001, 176 p.",,Napoleon I et les Napoleonides,
3784,Sur les pas des Bonaparte en Suisse,"MIEGE, Gerard",N,N MIE,"Cabedita, 2017, 128 p.",,Napoleon I et les Napoleonides,
3785,Napoleon et les grandes ceremonies imperiales,"CHANTERANNE, David",N,N CHA,"Cabedita, 2018, 69 p.",,Napoleon I et les Napoleonides,
3786,Napoleon et le management,"SUCHET, Alexis",N,N SUC,"Tallandier, Collection Bibliotheque Napoleonienne, 2004, 264 p.",,Napoleon I et les Napoleonides,
3787,Stephanie de Beauharnais - Fille adoptive de Napoleon et grande duchesse de Bade,"BERNARDY, Françoise de",N,N BER,"Perrin, 1977, 360 p.",,Napoleon I et les Napoleonides,
3788,Madame Bonaparte,"MASSON, Frederic",N,N MAS,"Albin Michel editeur, 1927, 398 p.",,Napoleon I et les Napoleonides,
3789,Napoleon et l Allemagne - Le systeme continental et les debuts du Royaume de Baviere (1806 - 1810),"DUNAN, Marcel",N,N DUN,"Plon, 1943, 763 p.",,Napoleon I et les Napoleonides,
3790,N° 1 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3791,N° 2 -  Le marechal Grouchy (1766 - 1847) - Des guerres de Vendee a Waterloo,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3792,N° 3 -  La bataille de Marengo (14 juin 1800) - Une victoire inattendue,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3793,N° 4 -  Austerlitz (2 decembre 1805) - La bataille des trois empereurs,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3794,N° 5 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3795,N° 6 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3796,N° 7 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3797,N° 8 - Borodino (7 septembre 1812) - Sous les murs de Moscou,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2007, 83 p.",,Napoleon I et les Napoleonides,
3798,N° 9 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3799,N° 10 - Arcole (15-17 novembre 1796) - Un pont vers la legende,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2008, 83 p.",,Napoleon I et les Napoleonides,
3800,N° 11 - Leipzig (16-19 octobre 1813) - La bataille des Nations,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2009, 83 p.",,Napoleon I et les Napoleonides,
3801,N° 12 - Friedland (14 juin 1807) - Une victoire pour la paix,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2009, 83 p.",,Napoleon I et les Napoleonides,
3802,N° 13 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3803,N° 14 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3804,N° 15 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3805,N° 16 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3806,N° 17 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3807,N° 18 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3808,N° 19 - ,REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2005, 83 p.",,Napoleon I et les Napoleonides,
3809,N° 20 - La campagne de France (1814),REVUE NAPOLEON Ier - Hors serie,N,N REV NAPOLEON Ier,"SOTECA , 2013, 83 p.",,Napoleon I et les Napoleonides,
3810,N° 1 - La legende napoleonienne de son origine a nos jours,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2000, 67 p.",,Napoleon I et les Napoleonides,
3811,N° 2 - Napoleon en campagne,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2000, 67 p.",,Napoleon I et les Napoleonides,
3812,N° 3 - Napoleon a Malmaison,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2000, 71 p.",,Napoleon I et les Napoleonides,
3813,N° 4 - La marine sous Napoleon,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2000, 67 p.",,Napoleon I et les Napoleonides,
3814,N° 5 - La bataille d Austerlitz,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2000, 71 p.",,Napoleon I et les Napoleonides,
3815,N° 6 - La bataille de Rivoli,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2001, 71 p.",,Napoleon I et les Napoleonides,
3816,N° 7 - Napoleon et l Europe,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2001, 67 p.",,Napoleon I et les Napoleonides,
3817,N° 8 - La Moskowa,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2001, 71 p.",,Napoleon I et les Napoleonides,
3818,N° 9 - Napoleon face a l Angleterre,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2001, 67 p.",,Napoleon I et les Napoleonides,
3819,N° 10 - La bataille de Trafalgar ,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2001, 67 p.",,Napoleon I et les Napoleonides,
3820,N° 11 - Napoleon a Sainte-Helene,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2001, 67 p.",,Napoleon I et les Napoleonides,
3821,N° 12 - La bataille de Friedland,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2002, 71 p.",,Napoleon I et les Napoleonides,
3822,N° 13 - La France en 1802,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2002, 71 p.",,Napoleon I et les Napoleonides,
3823,N° 14 - La campagne d Egypte,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2002, 71 p.",,Napoleon I et les Napoleonides,
3824,"N° 15 - Joachim Murat, cavalier, marechal et roi",REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2002, 67 p.",,Napoleon I et les Napoleonides,
3825,N° 16 - La bataille d Eylau,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2002, 67 p.",,Napoleon I et les Napoleonides,
3826,N° 17 - Napoleon bâtisseur,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2002, 67 p.",,Napoleon I et les Napoleonides,
3827,N° 18 - La campagne de France,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2003, 71 p.",,Napoleon I et les Napoleonides,
3828,N° 19 - Napoleon et les grognards,REVUE NAPOLEON Ier,N,N REV NAPOLEON Ier,"SOTECA, 2003, 71 p.",,Napoleon I et les Napoleonides,
