 ENTREE,TITRE,AUTEUR,SERIE,COTE,EDITION,COMMENTAIRES,THEME_OUVRAGE,TYPE_OUVRAGE
4199,Vie et malheurs du marechal Grouchy,"MERGET, Robert",B,B Merguet,"Waterloo illustre, 1972, 32 p.",,,Biographie-Memoires
4201,"Memoires de Constant, premier valet de chambre de l Empereur sur la vie privee de Napoleon, sa famille et sa cour",CONSTANT,B,B CON,"Editions de Cremille, 1969, tome 1 . 255 p.",,,Biographie-Memoires
4202,"Memoires de Constant, premier valet de chambre de l Empereur sur la vie privee de Napoleon, sa famille et sa cour",CONSTANT,B,B CON,"Editions de Cremille, 1969, tome 2 . 255 p.",,,Biographie-Memoires
4203,Memoires sur les Cent-Jours,CONSTANT,B,B CON,"Editions Slatkine, 1996, 305 p.",,,Biographie-Memoires
4204,Wellington (1769 - 1852),"CHASTENET, Jacques",B,B CHA,"Fayard, 1945, 365 p.",,,Biographie-Memoires
4205,Manuel Godoy et l Espagne de Goya,"CHASTENET, Jacques",B,B CHA,"Hachette, 1961, 256 p.",,,Biographie-Memoires
4206,"Cadoudal, Moreau et Pichegru par Emile Marco de Saint-Hilaire","PONIATOWSKI, Michel",B,B PON,"Perrin, 1977, 376 p.",,,Biographie-Memoires
4207,"Madame Campan, assistante de Napoleon","REVAL, Gabrielle",B,B REV,"Albin Michel, 1931, 318 p.",,,Biographie-Memoires
4208,"Schulmeister, l espion de l Empereur","CAMREDON, Jean-Claude; CLERC, Dominique",B,B CAM,"Le club de la femme, 1972, 255 p.",,,Biographie-Memoires
4209,"Schulmeister, la sirene d outre-manche","CAMREDON, Jean-Claude; CLERC, Dominique",B,B CAM,"Editions Publications Premieres, s.d., 254 p.",Roman,,Biographie-Memoires
4210,"Madame de Lavalette, nee Beauharnais (1781 - 1855)","LOREDAN, Jean",B,B LOR,"Perrin, 1929, 227 p.",,,Biographie-Memoires
4211,Joseph Fouche,"ZWEIG, Stephan",B,B ZXE,"Livre de Poche, 1959, 435 p.",,,Biographie-Memoires
4212,Le conscrit de 1813,ERCKMANN-CHATRIAN,B,B ERC,"Hachette, 1931, 254 p.",,,Biographie-Memoires
4213,Tel fut Nelson,"BOURDET-PLEVILLE, Michel",B,B BOU,"Fasquelle Editeurs, 1953, 243 p.",,,Biographie-Memoires
4214,Un petit soldat de la Grande Armee,"LEPAGE, Auguste",B,B LEP,"Emile Guerin Editeur, s.d., 217 p.",,,Biographie-Memoires
4215,"Madame Tallien, revolutionnaire, favorite, princesse","CASTELNAU, Jacques",B,B CAS,"Hachette, 1938, 254 p.",Tres abime,,Biographie-Memoires
4216,Le marechal Soult,"HULOT, Frederic",B,B HUL,"Pygmalion, 2003, 255 p.",,,Biographie-Memoires
4218,Le Duc d Enghien ou la mauvaise destinee,"PASTEUR, Claude",B,B PAS,"Tallandier, 1984, 283 p.",,,Biographie-Memoires
4219,"Pierre Fontaine, premier architecte de l Empereur","BIVER, Marie-Louise",B,B BIV,"Plon, 1964, 235 p.",,,Biographie-Memoires
4220,"Paoli, un Corse des Lumieres","VERGE-FRANCESCHI, Michel",B,B VER,"Fayard, 2005, 637 p.",,,Biographie-Memoires
4221,Murat,"TULARD, Jean",B,B TUL,"LGLM, 1999, 473 p.",,,Biographie-Memoires
4222,La Fayette,"SAINT-BRICE, Gonzague",B,B GON,"LGLM, 2006, 407 p.",,,Biographie-Memoires
4223,La Russie il y a cent ans - Le regne d Alexandre 1er - La bastille russe et la revolution en marche (1801 - 1812),"WALISZEWSKI, K.",B,B WAL,"Plon, 1923, 465 p.",,,Biographie-Memoires
4224,De feu et de neige - Journal d une jeune française en Russie,"POL, Anne-Marie",B,B POL,"Nathan, 2017, 236 p.",,,Biographie-Memoires
4225,"L assassinat de Paul Ier, tsar de Russie","GRUNWALD, Constantin de",B,B GRU,"Hachette, 1960, 207 p.",,,Biographie-Memoires
4226,Le proces du Marechal Ney,"KURTZ, Harold",B,B KUR,"Arthaud, 1964, 283 p.",,,Biographie-Memoires
4227,"Fouche, le double jeu","CASTELOT, Andre",B,B CAS,"France Loisirs, 1990, 427 p.",,,Biographie-Memoires
4228,Les memoires de Joseph Fouche,"FOUCHE, Joseph",B,B FOU,"Jean de Bonnot, 1967, 446 p.",,,Biographie-Memoires
4229,"Silhouettes de soldats (Davout, Dupont, sergent Bourgogne, Eugene, Murat, Fabvier, etc.) ","MEZIERES, A.",B,B MEZ,"Hachette, 1907, 303 p.",,,Biographie-Memoires
4230,Bernardine Eugenie Clary - Citoyenne française,"SELINKO, Annemarie",B,B SEL,"Imprime aux Pays-Bas, s.d., tome 2 . 690 p.",,,Biographie-Memoires
4231,Les grands proces - Le Marechal Ney,"BERTIN, Claude",B,B BER,"Editions de Cremille, 1996, 227 p.",,,Biographie-Memoires
4232,Les memoires de Fouche,"MADELIN, Louis",B,B MAD,"Flammarion, 1945, 522 p.",,,Biographie-Memoires
4233,Alexandre Ier - Le sphinx du nord,"TROYAT, Henri",B,B TRO,"Flammarion, 1980, 471 p.",,,Biographie-Memoires
4234,Necker ou la faillite de la vertu,"DIESBACH, Ghislain de",B,B DIE,"Perrin, 1978, 476 p.",,,Biographie-Memoires
4235,Metternich,"VALLOTON, Henry",B,B VAL,"Fayard, 1965, 425 p.",,,Biographie-Memoires
4236,Memoires de la comtesse de Boigne nee d Osmond - Du regne de Louis XVI a 1820,"BERCHET, Jean-Claude",B,B BER,"Mercure de France, 1971, tome 1 . 541 p.",,,Biographie-Memoires
4237,Memoires de la comtesse de Boigne nee d Osmond - De 1820 a 1848,"BERCHET, Jean-Claude",B,B BER,"Mercure de France, 1971, tome 2 . 510 p.",,,Biographie-Memoires
4239,La duchesse d Abrantes,"AUTIN, Jean ",B,B AUT,"Perrin, 1991, 329 p.",,,Biographie-Memoires
4240,Pour l amour d Aimee - La gloire de Laviolette,"DUCHE, Jean",B,B DUC,"Robert Laffont, 199, 295 p.",,,Biographie-Memoires
4241,"Memoires posthumes, lettres et pieces authentiques touchant a la vie et la mort de Charles-François duc de Riviere","RIVIERE, Charles-François de (duc)",B,B RIV,"Dufey editeur, 1829, 304 p.",,,Biographie-Memoires
4242,"Pauline Foures, une maîtresse de Napoleon","DUPONT, Marcel",B,B DUP,"Hachette, 1942, 256 p.",Mauvais etat,,Biographie-Memoires
4243,Talleyrand et la societe française depuis la fin du regne de Louis XV jusqu aux approches du Second Empire,"LOLIEE, Frederic",B,B LOL,"Editions Emile-Paul, 1928, 497 p.",Tres mauvais etat,,Biographie-Memoires
4244,"Les gloires militaires contemporaines (Daru, Paoli, Suchet, Segur, Eugene de Beauharnais, etc)",COLLECTIF,B,B COL,"Maison de la bonne presse, 1899, succession de cahiers.",,,Biographie-Memoires
4245,Le dernier amour de Talleyrand - La duchesse de Dino,"BERNARDY, Françoise de",B,B BER,"Perrin, 1965, 376 p.",,,Biographie-Memoires
4246,Talleyrand et l ancienne France (1754 - 1789),"PONIATOWSKI, Michel",B,B PON,"Perrin, 1988, 584 p.",,,Biographie-Memoires
4247,Talleyrand ou le sphinx incompris,"ORIEUX, Jean",B,B ORI,"France Loisirs, 1970, 858 p.",,,Biographie-Memoires
4248,"Talleyrand, le prince immobile","WARESQUIEL, Emmanuel de",B,B WAR,"France Loisirs, 2003, 799 p.",,,Biographie-Memoires
4249,Une merveilleuse. madame Tallien,"REBOUX, Paul",B,B REB,"Flammarion, 1928, 127 p.",,,Biographie-Memoires
4250,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 1 . 203 p.",,,Biographie-Memoires
4251,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 2 . 220 p.",,,Biographie-Memoires
4252,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 3 . 231 p.",,,Biographie-Memoires
4253,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 4 . 234 p.",,,Biographie-Memoires
4254,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 5 . 214 p.",,,Biographie-Memoires
4255,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 6 . 202 p.",,,Biographie-Memoires
4256,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 7 . 202 p.",Manque le volume 7 le 28/02/2020,,Biographie-Memoires
4257,"Memoires de Vidocq, chef de la police de surete jusqu en 1827",VIDOCQ,B,B VID,"Hachette, 1980, tome 8 . 214 p.",,,Biographie-Memoires
4258,"Georges Cabanis, medecin de Brumaire","ROLE, Andre",B,B ROL,"Editions Fernand Lannore, 1994, 420 p.",,,Biographie-Memoires
4259,Nelson,"FLEURY, Georges",B,B FLE,"Flammarion, 2003, 487 p.",,,Biographie-Memoires
4260,"Lannes, duc de Montebello","ARTIS, Max",B,B ART,"Editions Menges, 1981, 356 p.",,,Biographie-Memoires
4261,"Marie Walewska, l epouse polonaise de Napoleon",ORNANO d  (comte),B,B ORN,"Hachette, 1938, 254 p.",,,Biographie-Memoires
4262,"Desmaret, policier de l Empereur","LAFUE, Pierre",B,B LAF,"Editions Colbert, 1943, 247 p.",,,Biographie-Memoires
4263,"Vidocq, le Napoleon de la Police","PARINAUD, Marie-Helene",B,B PAR,"LGLM, 2001, 197 p.",,,Biographie-Memoires
4265,"Coste, premier medecin des armees de Napoleon","LEMAIRE, Jean-François",B,B LEM,"Stock, 1997, 419 p.",,,Biographie-Memoires
4266,"Guillaume Almeras, un millavois soldat d Empire (1803 - 1814)",COLLECTIF,B,B COL,"Association pour la promotion de l histoire sociale millavoise, 2013, 81 p.",,,Biographie-Memoires
4267,"Le general G. H. Dufour, humaniste et pacificateur de la Suisse","DOMMEN, Bridget",B,B DOM,"Cabedita, 2018, 69 p.",,,Biographie-Memoires
4268,"Moi, Cadot, marechal de l Empire","DOMANGE, Michel",B,B DOM,"Trevise, 1982, 371 p.",Roman,,Biographie-Memoires
4269,"Medecins d hier, medecins d aujourd hui - Le cas du docteur Lavergne (1756 - 1831)","GOUBERT, Jean-Pierre",B,B GOU,"Publisud, 1992, 251 p.",,,Biographie-Memoires
4270,William Pitt,"CHASTENET, Jacques",B,B CHA,"Fayard, 1941, 352 p.",,,Biographie-Memoires
4271,Le colonel Chabert,"BALZAC, Honore de",B,B BAL,"Maxi-Livres, 1998, 124 p.",,,Biographie-Memoires
4272,Chronique intime d une famille de notables au XIXe siecle,"GEORGE, Rambert",B,B GEO,"Presses universitaires de Lyon, 1981, 125 p.",,,Biographie-Memoires
4273,"Souvenirs sur la Revolution, l Empire, et la Restauration ","ROCHECHOUART (general, comte)",B,B ROC,"Plon, 1933, 515 p.",Tres mauvais etat,,Biographie-Memoires
4274,Murat - De l epopee a la tragedie (1767 - 1815),"ROLIN, Vincent",B,B ROL,"Soteca, 2017, 82 p.",Grand format,,Biographie-Memoires
4275,"Exploits et deboires de François Morillon dit ""Coquette"" (1771 - 1849)",CAPOUL des ANDRONS,B,B CAP,"Document imprime, 2016, 29 p.",Grand format,,Biographie-Memoires
4276,Souvenirs contemporains d histoire et de litterature,VILLEMAIN,B,B VIL,"Didier Libraire-editeur, 1855, tome 2 . 528 p.",,,Biographie-Memoires
4277,Paul-Louis Courier et la Restauration,"GASCHET, Robert",B,B GAS,"Hachette et Cie, 1913, 279 p.",,,Biographie-Memoires
4278,Journal et lettres inedites (1789 - 1830) - La voix de la legende,"LAMARQUE, Maximilien (general)",B,B LAM,"Memoring, 2018, 648 p.",,,Biographie-Memoires
4279,Oser et brûler,"GILDARD, Guillaume",B,B Gillot,"Editions Thaddee, 2015, 308 p.",Roman historique,,Biographie-Memoires
4280,Le chouan du Tyrol - Andreas Hofer contre Napoleon,"SEVILLIA, Jean",B,B SEV,"Perrin, 1991, 275 p.",,,Biographie-Memoires
4281,Sophie de Habsbourg - L imperatrice de l ombre,"BLED, Jean-Paul",B,B BLE,"Perrin, 2018, 303 p.",,,Biographie-Memoires
4282,Le soldat laboureur ou les heros cultivateurs ,P.C.,B,B PC,"Librairie de H. Vauquelin, 1822, 228 p.",,,Biographie-Memoires
4283,General Gourgaud - Journal integral,"MACE, Jacques",B,B MAC,"Perrin, 2019, 822 p.",,,Biographie-Memoires
4284,Le general comte Charles Lasalle (1775 - 1809),"HOURTOULLE, F.G.",B,B HOU,"Copernic, 1979, 266 p.",,,Biographie-Memoires
4285,"Le marechal Oudinot duc de Reggio, d apres les souvenirs inedits de la marechale","STIEGLER, Gaston",B,B STI,"Le livre chez vous, 2003, 309 p.",,,Biographie-Memoires
4286,Recits de guerre - Souvenirs du capitaine Parquin (1803 - 1814),"MYRBACH, F. de",B,B MYR,"Le livre chez vous, 2001, 176 p.",Grand format,,Biographie-Memoires
4287,Les grognards de Valmy a Waterloo - Recits de soldats illustres par plusieurs dessinateurs,"ORANGE, Maurice",B,B ORA,"Le livre chez vous, 2004, 175 p.",Grand format,,Biographie-Memoires
4288,Recits de guerre - Souvenirs du capitaine Parquin (1803 - 1814),"MYRBACH, F. de",B,B MYR,"Boussod, Valadon & Cie, 1892, 168 p.",Grand format - Mauvais etat,,Biographie-Memoires
4289,Aventures de guerre (1792 - 1809) illustrees par F. de Myrbach,"MASSON, Frederic",B,B MAS,"Le livre chez vous, 2003, 199 p.",Grand format,,Biographie-Memoires
4290,"Fournier Sarloveze, le plus mauvais sujet de l armee","DUPONT, Marcel",B,B DUP,"Hachette, 1936, 254 p.",,,Biographie-Memoires
4291,Marbot - Impatience an XII,"PETRE, Stephane",B,B PET,"Theloma editions, 2006, 48 p.",Grand format,,Biographie-Memoires
4292,Baron Bacler D Albe,DOSSIER,B,B DOS,"Divers, s.d., dossier non trie.",Grand format,,Biographie-Memoires
4293,Souvenirs militaires du capitaine Jean-Baptiste Lemonnier-Delafosse,"BOURACHOT, Christophe",B,B BOU,"Le livre chez vous, 2002, 239 p.",,,Biographie-Memoires
4294,Murat,"HULOT, Frederic",B,B HUL,"Pygmalion, 1998, 318 p.",,,Biographie-Memoires
4295,Memoires du marechal Suchet duc d Albufera sur ses campagnes en Espagne depuis 1808 jusqu en 1814 ecrits par lui-même,SUCHET (marechal),B,B SUC,"Le livre chez vous, 2002, 536 p.",,,Biographie-Memoires
4296,Journal du capitaine François dit le dromadaire d Egypte,"JOURQUIN, Jacques",B,B JOU,"Tallandier, 2003, 595 p.",,,Biographie-Memoires
4297,Memoires du general baron Thiebault d apres le manuscrit original,"THIEBAULT (general, baron)",B,B THI,"Le Livre Chez Vous, 2005, tome 1 . pages de 1 a 706 et tome 2 . de 707 a 1395",Coffret,,Biographie-Memoires
4298,Souvenirs de la guerre d Espagne dite de l Independance (1809 - 1813),"FEE, A.L.A.",B,B FEE,"Libraireie des Deux Empires, 2008, 426 p.",,,Biographie-Memoires
4299,Memoires d Empire,"PIGEARD, Alain",B,B PIG,"Editions Quatuor, 1997, tome 1 . 488 p ",,,Biographie-Memoires
4300,Victor Dupuy chef d escadrons de hussards - Souvenirs militaires (1794 - 1816),"BOURACHOT, Christophe",B,B BOU,"Librairie des Deux Empires, 2001, 316 p.",,,Biographie-Memoires
4301,En campagne avec les marins de la Garde - Memoires du vice-amiral Grivel,COLLECTION MEMOIRES D EMPIRE,B,B COL,"Le Livre Chez Vous, 2009, 358 p.",,,Biographie-Memoires
4302,Souvenirs militaires du general Berthezene,COLLECTION MEMOIRES D EMPIRE,B,B COL,"Le Livre Chez Vous, 2005, 460 p.",,,Biographie-Memoires
4303,Le general Montbrun en 1809,"LEDRU, A. (capitaine)",B,B LED,"Librairie des Deux Empires, 2007, 263 p.",,,Biographie-Memoires
4304,Journal d un grognard de l Empire,"GARNIER, Jacques",B,B GAR,"Presses du CNRS, 1988, 156 p.",,,Biographie-Memoires
4305,Le general Lasalle,"DUPONT, Marcel",B,B DUP,"Librairie des Deux Empires, 2001, 247 p.",,,Biographie-Memoires
4306,Sabre au clair - Amable Humbert general de la Republique,"BAEYENS, Jacques",B,B BAE,"Albatros, 1981, 169 p.",,,Biographie-Memoires
4307,Souvenirs d un officier de la Grande Armee,"BLAZE, E. (capitaine)",B,B BLA,"Fayard, s.d., 157p.",,,Biographie-Memoires
4308,Campagne de Russie 1812 d apres le journal illustre d un temoin oculaire,"FABER DU FAUR, G. de",B,B FAB,"Flammarion, s.d., 314 p.",Grand format,,Biographie-Memoires
4309,Lannes (1769 - 1809) marechal de Napoleon,COLLOQUE,B,B COL,"Soteca, 2017, 120 p.",,,Biographie-Memoires
4310,Buchamor François,"ASSOLANT, Alfred",B,B BUC,"Librairie Delagrave, 1923, 300 p.",Grand format - Reliure a recoller sur les pages,,Biographie-Memoires
4311,Memoires du marechal Suchet - Duc d Albufera,SUCHET (marechal),B,B SUC,"Le Livre Chez Vous, 2002, 536 p.",,,Biographie-Memoires
4312,Pajol general en chef par son fils aîne,PAJOL (general),B,B PAJ,"Le Livre Chez Vous, 2006, tome 1 . de 1 a 454 p. ; tome 2 . de 463 a 946 p.",,,Biographie-Memoires
4313,Duthilt - Mes campagnes et mes souvenirs,"DUTHILT, Pierre-Charles (capitaine)",B,B DUT,"Le Livre Chez Vous, 2008, 406 p.",,,Biographie-Memoires
4314,Souvenirs d un hussard anglais contre Napoleon ,WOODBERRY (lieutenant),B,B WOO,"Librairie des Deux Empires, 2009, 348 p.",,,Biographie-Memoires
4315,Campagnes d un chasseur a cheval,HENCKENS (lieutenant),B,B HEN,"Librairie des Deux Empires, 2008, 292 p.",,,Biographie-Memoires
4316,Memoires d un artilleur,"LAPENE, Edouard",B,B LAP,"Librairie des Deux Empires, 2009, 237 p.",,,Biographie-Memoires
4317,Itineraire d un officier du 15e leger,COUDREUX (commandant),B,B COU,"Librairie des Deux Empires, 2009, 240 p.",,,Biographie-Memoires
4318,Memoires du general de Lorencez (1794 - 1815),"BOURACHOT, Christophe",B,B BOU,"Librairie des Deux Empires, 2009, 222 p.",,,Biographie-Memoires
4319,Souvenirs militaires d Hippolyte d Espinchal,"MOLIERES, Michel (colonel)",B,B MOL,"Le Livre Chez Vous, 2005, 629 p.",,,Biographie-Memoires
4320,Souvenirs militaires de 1804 a 1814,FEZENAC (duc de),B,B FEZ,"Le Livre Chez Vous, 2008, 349 p.",,,Biographie-Memoires
4321,"Les 3 Colbert, Edouard, Alphonse, Auguste",THOUMAS (general),B,B THO,"Le Livre Chez Vous, 2003, 223 p.",,,Biographie-Memoires
4322,Le marechal Oudinot - Duc de Reggio,"STIEGLER, Gaston",B,B STI,"Le Livre Chez Vous, 2003, 309 p.",,,Biographie-Memoires
4323,Memoires du general baron Desvernois d apres les manuscrits originaux,BOUSSU-DESVERNOIS,B,B BOU,"Le livre Chez Vous, 2009, 508 p.",,,Biographie-Memoires
4324,Memoires du general Rapp - Aide de camp de Napoleon - ecrits par lui-même,RAPP (general),B,B RAP,"Le Livre Chez Vous, 2004, 286 p.",,,Biographie-Memoires
4325,Journal d un lieutenant wurtembergeois durant les campagnes de 1812 et 1813 et sa capitivite,"VOSLER, Heinrich",B,B VOS,"Librairie des Deux Empires, 2008, 262 p.",,,Biographie-Memoires
4326,Le marechal Moncey - Duc de Conegliano (1754 - 1842) - L intraitable officier de Napoleon,"MOLIERES, Michel (colonel)",B,B MOL,"Le Livre Chez Vous, 2004, 254 p.",,,Biographie-Memoires
4327,Souvenirs du marechal Macdonald - Duc de Tarente,"ROUSSET, Camille",B,B ROU,"Le Livre Chez Vous, 2007, 472 p.",,,Biographie-Memoires
4328,Memoires d un commissaire des guerres 1813 et 1814,"PELLOT, Joseph",B,B PEL,"Librairie des Deux Empires, 2009, 194 p.",,,Biographie-Memoires
4329,Memoires du general comte de Saint-Chamans - Ancien aide camp du marechal Soult (1802 - 1832),SAINT-CHAMANS (general comte de),B,B SAI,"Le Livre Chez Vous, 2008, 440 p.",,,Biographie-Memoires
4330,Journal de route du capitaine Robinaux,ROBINAUX (capitaine),B,B ROB,"Librairie des Deux Empires, 2009, 279 p.",,,Biographie-Memoires
4331,Memoires militaires du lieutenant-general comte Roguet François,"ROGUET (lieutenant-general, comte)",B,B ROG,"Le Livre Chez Vous, 2009, 818 p.",,,Biographie-Memoires
4332,Du bas de soie au bas nylon - Les Du Pont de Nemours,"QUERUEL, Alain",B,B QUE,"Editions de la Bisquine, 2019, 356 p.",,,Biographie-Memoires
2000,Histoire du Congres de Vienne - Tome 1,"FLASSAN, Gaëtan de Raxis de",H,H 444-04 Flass Thiry ,"Treuttel et Wurtz, Paris, 1829, tome 1 . 326 p",,Batailles-Campagnes-Histoire,
2001,Histoire du Congres de Vienne - Tome 2,"FLASSAN, Gaëtan de Raxis de",H,H 444-04 Flass Thiry ,"Treuttel et Wurtz, Paris, 1829, tome 2 . 521 p.",,Batailles-Campagnes-Histoire,
2002,Histoire du Congres de Vienne - Tome 3,"FLASSAN, Gaëtan de Raxis de",H,H 444-04 Flass Thiry ,"Treuttel et Wurtz, Paris, 1829, tome 3 . 452 p.",,Batailles-Campagnes-Histoire,
2013,Histoire de Napoleon et de la Grande Armee pendant l annee 1812 - Tome 1,"SEGUR,  Philippe-Paul de ( general, comte)",H,H 443-11 Segur Thiry   ,"Baudouin Freres, Paris, Bruxelles, 1825, tome 1 . 431 p.",Version originale,Batailles-Campagnes-Histoire,
2014,Histoire de Napoleon et de la Grande Armee pendant l annee 1812 - Tome 2,"SEGUR,  Philippe-Paul de (general, comte)",H,H 443-11 Segur Thiry   ,"Baudouin Freres, Paris, Bruxelles, 1825, tome 2 . 478 p. ",Version originale,Batailles-Campagnes-Histoire,
2021,"Le Congres de Vienne et les traites de 1815, avec une introduction historique par M. Capefigue - Tome 1",ANGEBERG d  (comte),H,H 444-04 Angeb Thiry ,"Amyot, Paris, 1864, tome 1 . p. 1 a 254",,Batailles-Campagnes-Histoire,
2022,"Le Congres de Vienne et les traites de 1815, avec une introduction historique par M. Capefigue - Tome 1",ANGEBERG d  (comte),H,H 444-04 Angeb Thiry ,"Amyot, Paris, 1864, tome 2 . p. 255 a 866",,Batailles-Campagnes-Histoire,
2023,"Le Congres de Vienne et les traites de 1815, avec une introduction historique par M. Capefigue - Tome 2",ANGEBERG d  (comte),H,H 444-04 Angeb Thiry ,"Amyot, Paris, 1864, tome 3 . p. 867 a 1433",,Batailles-Campagnes-Histoire,
2024,"Le Congres de Vienne et les traites de 1815, avec une introduction historique par M. Capefigue - Tome 3",ANGEBERG d  (comte),H,H 444-04 Angeb Thiry ,"Amyot, Paris, 1864, tome 4 . p. 1434 a 1964",,Batailles-Campagnes-Histoire,
2028,Histoire du Consulat et de l Empire - Tome 1,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1845, tome  1 . 495 p.",,Batailles-Campagnes-Histoire,
2029,Histoire du Consulat et de l Empire - Tome 2,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1845, tome  2 . 459 p.",,Batailles-Campagnes-Histoire,
2030,Histoire du Consulat et de l Empire - Tome 3,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1845, tome  3 . 571 p.",,Batailles-Campagnes-Histoire,
2031,Histoire du Consulat et de l Empire - Tome 4,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1845, tome  4 . 620 p.",,Batailles-Campagnes-Histoire,
2032,Histoire du Consulat et de l Empire - Tome 5,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1845, tome  5 . 473 p.",,Batailles-Campagnes-Histoire,
2033,Histoire du Consulat et de l Empire - Tome 6,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1847, tome  6 . 575 p.",,Batailles-Campagnes-Histoire,
2034,Histoire du Consulat et de l Empire - Tome 7,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1847, tome  7 . 685 p.",,Batailles-Campagnes-Histoire,
2035,Histoire du Consulat et de l Empire - Tome 8,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1849, tome  8 . 687 p.",,Batailles-Campagnes-Histoire,
2036,Histoire du Consulat et de l Empire - Tome 9,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1849, tome  9 . 596 p.",,Batailles-Campagnes-Histoire,
2037,Histoire du Consulat et de l Empire - Tome 10,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1851, tome 10 . 511 p.",,Batailles-Campagnes-Histoire,
2038,Histoire du Consulat et de l Empire - Tome 11,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1851, tome 11 . 476 p.",,Batailles-Campagnes-Histoire,
2039,Histoire du Consulat et de l Empire - Tome 12,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1855, tome 12 . 709 p.",,Batailles-Campagnes-Histoire,
2040,Histoire du Consulat et de l Empire - Tome 13,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1856, tome 13 . 583 p.",,Batailles-Campagnes-Histoire,
2041,Histoire du Consulat et de l Empire - Tome 14,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1856, tome 14 . 687 p.",,Batailles-Campagnes-Histoire,
2042,Histoire du Consulat et de l Empire - Tome 15,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1857, tome 15 . 615 p.",,Batailles-Campagnes-Histoire,
2043,Histoire du Consulat et de l Empire - Tome 16,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1857, tome 16 . 695 p.",,Batailles-Campagnes-Histoire,
2044,Histoire du Consulat et de l Empire - Tome 17,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1860, tome 17 . 916 p.",,Batailles-Campagnes-Histoire,
2045,Histoire du Consulat et de l Empire - Tome 18,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1860, tome 18 . 656 p.",,Batailles-Campagnes-Histoire,
2046,Histoire du Consulat et de l Empire - Tome 19,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1861, tome 19 . 639 p.",,Batailles-Campagnes-Histoire,
2047,Histoire du Consulat et de l Empire - Tome 20,"THIERS, Adolphe",H,H 443 Thier Thiry  ,"Paulin, Paris, 1862, tome 20 . 815 p.",,Batailles-Campagnes-Histoire,
2048,Le Consulat et l Empire - Tome 1 (1799-1809),"MADELIN, Louis",H,H 443 Madel Thiry,"Hachette, Paris, 1933, tome 1 . 451 p",,Batailles-Campagnes-Histoire,
2049,Le Consulat et l Empire - Tome 2 (1809-1815),"MADELIN, Louis",H,H 443 Madel Thiry,"Hachette, Paris, 1933, tome 2 . 454 p.",,Batailles-Campagnes-Histoire,
2050,"La campagne de 1814, d apres les documents des Archives imperiales et royales de la guerre a Vienne - Tome 1","WEIL, Maurice Henry (commandant)",H,H 443-13 Weil Thiry ,"Librairie militaire L. Baudouin, Paris, 1891, tome 1 . 550 p",,Batailles-Campagnes-Histoire,
2051,"La campagne de 1814, d apres les documents des Archives imperiales et royales de la guerre a Vienne - Tome 2","WEIL, Maurice Henry (commandant)",H,H 443-13 Weil Thiry ,"Librairie militaire L. Baudouin, Paris, 1892, tome 2 . 500 p.",,Batailles-Campagnes-Histoire,
2052,"La campagne de 1814, d apres les documents des Archives imperiales et royales de la guerre a Vienne - Tome 3","WEIL, Maurice Henry  (commandant)",H,H 443-13 Weil Thiry ,"Librairie militaire L. Baudouin, Paris, 1894, tome 3 . 574 p.",,Batailles-Campagnes-Histoire,
